recId|SeqNumber|seqLength|displayLatitude|displayLongitude|locationLabel|houseNumber|street|district|city|postalCode|county|state|country
G35|1|1|42.13526|-89.27894|732 Hampton Dr, Byron, IL 61010, United States|732|Hampton Dr||Byron|61010|Ogle|IL|USA
H01|1|1|42.1269388|-89.2508996|203 N Peru St, Byron, IL 61010, United States|203|N Peru St||Byron|61010|Ogle|IL|USA
H02|1|1|42.1268879|-89.2519676|431 E 2nd St, Byron, IL 61010, United States|431|E 2nd St||Byron|61010|Ogle|IL|USA
H03|1|1|42.1278452|-89.250945|400 E 3rd St, Byron, IL 61010, United States|400|E 3rd St||Byron|61010|Ogle|IL|USA
H04|1|1|42.1278051|-89.25279|300 E 3rd St, Byron, IL 61010, United States|300|E 3rd St||Byron|61010|Ogle|IL|USA
H05|1|1|42.12877|-89.24817|327 Hamer Ct, Byron, IL 61010, United States|327|Hamer Ct||Byron|61010|Ogle|IL|USA
H06|1|1|42.128335|-89.2472792|1200 Kysor Dr, Byron, IL 61010, United States|1200|Kysor Dr||Byron|61010|Ogle|IL|USA
H06.5|1|1|42.1282593|-89.2472182|602 E Blackhawk Dr, Byron, IL 61010, United States|602|E Blackhawk Dr||Byron|61010|Ogle|IL|USA
H07|1|1|42.12642|-89.24639|130 Kysor Dr, Byron, IL 61010, United States|130|Kysor Dr||Byron|61010|Ogle|IL|USA
H08|1|1|42.12835|-89.2467734|1221 Kysor Dr, Byron, IL 61010, United States|1221|Kysor Dr||Byron|61010|Ogle|IL|USA
H09|1|1|42.12941|-89.24021|1255 Kysor Dr, Byron, IL 61010, United States|1255|Kysor Dr||Byron|61010|Ogle|IL|USA
H10|1|1|42.12862|-89.23996|1273 Kysor Dr, Byron, IL 61010, United States|1273|Kysor Dr||Byron|61010|Ogle|IL|USA
H10.5|1|1|42.1298|-89.23953|1360 Kysor Dr, Byron, IL 61010, United States|1360|Kysor Dr||Byron|61010|Ogle|IL|USA
H12|1|1|42.1285101|-89.2398353|1509 Kysor Dr, Byron, IL 61010, United States|1509|Kysor Dr||Byron|61010|Ogle|IL|USA
H12.5|1|1|42.1285125|-89.239739|1513 Kysor Dr, Byron, IL 61010, United States|1513|Kysor Dr||Byron|61010|Ogle|IL|USA
H13|1|1|42.12936|-89.24812|544 All Saints Dr, Byron, IL 61010, United States|544|All Saints Dr||Byron|61010|Ogle|IL|USA
H14|1|1|42.1306186|-89.2470684|639 Luther Dr, Byron, IL 61010, United States|639|Luther Dr||Byron|61010|Ogle|IL|USA
H15|1|1|42.1292545|-89.2546417|400 N Chestnut St, Byron, IL 61010, United States|400|N Chestnut St||Byron|61010|Ogle|IL|USA
H16|1|1|42.1292846|-89.2530217|400 N Market St, Byron, IL 61010, United States|400|N Market St||Byron|61010|Ogle|IL|USA
H17|1|1|42.1293206|-89.2513914|400 N Peru St, Byron, IL 61010, United States|400|N Peru St||Byron|61010|Ogle|IL|USA
H18|1|1|42.129365|-89.2497807|400 N Mineral St, Byron, IL 61010, United States|400|N Mineral St||Byron|61010|Ogle|IL|USA
H19|1|1|42.1289096|-89.25627|398 N Union St, Byron, IL 61010, United States|398|N Union St||Byron|61010|Ogle|IL|USA
H20|1|1|42.13141|-89.25448|500 N Union St, Byron, IL 61010, United States|500|N Union St||Byron|61010|Ogle|IL|USA
H21|1|1|42.1302217|-89.2514404|498 N Peru St, Byron, IL 61010, United States|498|N Peru St||Byron|61010|Ogle|IL|USA
H22|1|1|42.1305704|-89.2497749|500 N Mineral St, Byron, IL 61010, United States|500|N Mineral St||Byron|61010|Ogle|IL|USA
H23|1|1|42.13083|-89.24786|Luther Dr, Byron, IL 61010, United States||Luther Dr||Byron|61010|Ogle|IL|USA
H24|1|1|42.1315|-89.24631|647 Allison Cir, Byron, IL 61010, United States|647|Allison Cir||Byron|61010|Ogle|IL|USA
H25|1|1|42.13049|-89.23831|5081 E Brooke Ct, Byron, IL 61010, United States|5081|E Brooke Ct||Byron|61010|Ogle|IL|USA
H26|1|1|42.1311|-89.23968|5009 E Brooke Ct, Byron, IL 61010, United States|5009|E Brooke Ct||Byron|61010|Ogle|IL|USA
H27|1|1|42.13106|-89.24009|8035 N Ryan Cir, Byron, IL 61010, United States|8035|N Ryan Cir||Byron|61010|Ogle|IL|USA
H28|1|1|42.13067|-89.23589|5170 E Ashelford Dr, Byron, IL 61010, United States|5170|E Ashelford Dr||Byron|61010|Ogle|IL|USA
H29|1|1|42.12995|-89.23518|5218 E Ashelford Dr, Byron, IL 61010, United States|5218|E Ashelford Dr||Byron|61010|Ogle|IL|USA
H30|1|1|42.13145|-89.23665|5142 E Ashelford Dr, Byron, IL 61010, United States|5142|E Ashelford Dr||Byron|61010|Ogle|IL|USA
H31|1|1|42.12972|-89.24962|N Mineral St, Byron, IL 61010, United States||N Mineral St||Byron|61010|Ogle|IL|USA
H32|1|1|42.1325|-89.24922|645 N Mineral St, Byron, IL 61010, United States|645|N Mineral St||Byron|61010|Ogle|IL|USA
H33|1|1|42.12972|-89.24962|N Mineral St, Byron, IL 61010, United States||N Mineral St||Byron|61010|Ogle|IL|USA
H34|1|1|42.13339|-89.24724|E Old State Rd, Byron, IL 61010, United States||E Old State Rd||Byron|61010|Ogle|IL|USA
H35|1|1|42.13371|-89.24742|4624 E Old State Rd, Byron, IL 61010, United States|4624|E Old State Rd||Byron|61010|Ogle|IL|USA
H36|1|1|42.13375|-89.24644|4696 E Old State Rd, Byron, IL 61010, United States|4696|E Old State Rd||Byron|61010|Ogle|IL|USA
H37|1|1|42.13409|-89.24809|721 Birch St, Byron, IL 61010, United States|721|Birch St||Byron|61010|Ogle|IL|USA
H38|1|1|42.13417|-89.24856|Birch St, Byron, IL 61010, United States||Birch St||Byron|61010|Ogle|IL|USA
H39|1|1|42.13448|-89.24635|672 Harvest Dr, Byron, IL 61010, United States|672|Harvest Dr||Byron|61010|Ogle|IL|USA
H40|1|1|42.13631|-89.24624|867 Hillside Dr, Byron, IL 61010, United States|867|Hillside Dr||Byron|61010|Ogle|IL|USA
H41|1|1|42.13714|-89.24864|833 Hillside Dr, Byron, IL 61010, United States|833|Hillside Dr||Byron|61010|Ogle|IL|USA
I03|1|1|42.11802|-89.25362|7157 CR-2, Byron, IL 61010, United States|7157|CR-2||Byron|61010|Ogle|IL|USA
I04|1|1|42.11281|-89.28699|N Friday Rd, Byron, IL 61010, United States||N Friday Rd||Byron|61010|Ogle|IL|USA
I05|1|1|42.11415|-89.28757|6834 N Friday Rd, Byron, IL 61010, United States|6834|N Friday Rd||Byron|61010|Ogle|IL|USA
I06|1|1|42.11305|-89.28753|6754 N Friday Rd, Byron, IL 61010, United States|6754|N Friday Rd||Byron|61010|Ogle|IL|USA
I06.5|1|1|42.11307|-89.2865|6749 N Friday Rd, Byron, IL 61010, United States|6749|N Friday Rd||Byron|61010|Ogle|IL|USA
I07|1|1|42.11223|-89.28751|6730 N Friday Rd, Byron, IL 61010, United States|6730|N Friday Rd||Byron|61010|Ogle|IL|USA
I07.2|1|1|42.11114|-89.28747|6640 N Friday Rd, Byron, IL 61010, United States|6640|N Friday Rd||Byron|61010|Ogle|IL|USA
I07.5|1|1|42.11044|-89.28742|6596 N Friday Rd, Byron, IL 61010, United States|6596|N Friday Rd||Byron|61010|Ogle|IL|USA
I08|1|1|42.11393|-89.28836|6849 N River Rd, Byron, IL 61010, United States|6849|N River Rd||Byron|61010|Ogle|IL|USA
I09|1|1|42.10873|-89.29608|6501 N River Rd, Byron, IL 61010, United States|6501|N River Rd||Byron|61010|Ogle|IL|USA
I10|1|1|42.10544|-89.29978|6387 N River Rd, Byron, IL 61010, United States|6387|N River Rd||Byron|61010|Ogle|IL|USA
I10.5|1|1|42.08785|-89.30631|1546 E Acorn Rd, Byron, IL 61010, United States|1546|E Acorn Rd||Byron|61010|Ogle|IL|USA
I11|1|1|42.08695|-89.30368|1669 E Acorn Rd, Byron, IL 61010, United States|1669|E Acorn Rd||Byron|61010|Ogle|IL|USA
I11.5|1|1|42.0892|-89.30215|1780 E Acorn Rd, Byron, IL 61010, United States|1780|E Acorn Rd||Byron|61010|Ogle|IL|USA
I12|1|1|42.09059|-89.29694|N Razorville Rd, Byron, IL 61010, United States||N Razorville Rd||Byron|61010|Ogle|IL|USA
I13|1|1|42.0879289|-89.2971033|4800 N Razorville Rd, Byron, IL 61010, United States|4800|N Razorville Rd||Byron|61010|Ogle|IL|USA
I14|1|1|42.08748|-89.29678|4629 N Razorville Rd, Byron, IL 61010, United States|4629|N Razorville Rd||Byron|61010|Ogle|IL|USA
I15|1|1|42.0887363|-89.2971064|5200 N Razorville Rd, Byron, IL 61010, United States|5200|N Razorville Rd||Byron|61010|Ogle|IL|USA
I16|1|1|42.0889382|-89.2971072|5300 N Razorville Rd, Byron, IL 61010, United States|5300|N Razorville Rd||Byron|61010|Ogle|IL|USA
I17|1|1|42.08927|-89.297|5458 N Razorville Rd, Byron, IL 61010, United States|5458|N Razorville Rd||Byron|61010|Ogle|IL|USA
I18|1|1|42.0893684|-89.2971088|5600 N Razorville Rd, Byron, IL 61010, United States|5600|N Razorville Rd||Byron|61010|Ogle|IL|USA
I19|1|1|42.09732|-89.29606|5749 N Razorville Rd, Byron, IL 61010, United States|5749|N Razorville Rd||Byron|61010|Ogle|IL|USA
I20|1|1|42.10094|-89.29957|5924 N Razorville Rd, Byron, IL 61010, United States|5924|N Razorville Rd||Byron|61010|Ogle|IL|USA
I20.5|1|1|42.1027|-89.29919|6056 N Razorville Rd, Byron, IL 61010, United States|6056|N Razorville Rd||Byron|61010|Ogle|IL|USA
I21|1|1|42.10341|-89.29888|6120 N Razorville Rd, Byron, IL 61010, United States|6120|N Razorville Rd||Byron|61010|Ogle|IL|USA
I22|1|1|42.10607|-89.29848|6170 N Razorville Rd, Byron, IL 61010, United States|6170|N Razorville Rd||Byron|61010|Ogle|IL|USA
I23|1|1|42.0986127|-89.3093124|6021 N River Rd, Byron, IL 61010, United States|6021|N River Rd||Byron|61010|Ogle|IL|USA
I24|1|1|42.10083|-89.30426|5956 N CL Myers Dr, Byron, IL 61010, United States|5956|N CL Myers Dr||Byron|61010|Ogle|IL|USA
I25|1|1|42.0971415|-89.303275|5850 N CL Myers Dr, Byron, IL 61010, United States|5850|N CL Myers Dr||Byron|61010|Ogle|IL|USA
I26|1|1|42.09877|-89.30415|5790 N CL Myers Dr, Byron, IL 61010, United States|5790|N CL Myers Dr||Byron|61010|Ogle|IL|USA
I27|1|1|42.0958607|-89.3025562|5700 N CL Myers Dr, Byron, IL 61010, United States|5700|N CL Myers Dr||Byron|61010|Ogle|IL|USA
I28|1|1|42.09281|-89.30929|311 E South Park Dr, Byron, IL 61010, United States|311|E South Park Dr||Byron|61010|Ogle|IL|USA
I29|1|1|42.09335|-89.30929|313 E Oakwood Dr, Byron, IL 61010, United States|313|E Oakwood Dr||Byron|61010|Ogle|IL|USA
I30|1|2|42.14006|-89.26427|E Woodland Dr, Byron, IL 61010, United States||E Woodland Dr||Byron|61010|Ogle|IL|USA
I30|2|2|42.09438|-89.31074|N Woodland Dr, Byron, IL 61010, United States||N Woodland Dr||Byron|61010|Ogle|IL|USA
I31|1|2|42.14006|-89.26427|E Woodland Dr, Byron, IL 61010, United States||E Woodland Dr||Byron|61010|Ogle|IL|USA
I31|2|2|42.09438|-89.31074|N Woodland Dr, Byron, IL 61010, United States||N Woodland Dr||Byron|61010|Ogle|IL|USA
I32|1|1|42.09526|-89.30913|314 Riverview Dr, Byron, IL 61010, United States|314|Riverview Dr||Byron|61010|Ogle|IL|USA
I33|1|1|42.09575|-89.31084|E Rockvale Dr, Byron, IL 61010, United States||E Rockvale Dr||Byron|61010|Ogle|IL|USA
I34|1|1|42.09503|-89.31347|N Blackhawk Dr, Byron, IL 61010, United States||N Blackhawk Dr||Byron|61010|Ogle|IL|USA
I35|1|1|42.09506|-89.31117|E River View Dr, Byron, IL 61010, United States||E River View Dr||Byron|61010|Ogle|IL|USA
I36|1|1|42.09415|-89.31272|205 E Hill Crest Dr, Byron, IL 61010, United States|205|E Hill Crest Dr||Byron|61010|Ogle|IL|USA
I37|1|1|42.09367|-89.31248|E Oakwood Dr, Byron, IL 61010, United States||E Oakwood Dr||Byron|61010|Ogle|IL|USA
I38|1|1|42.09277|-89.31282|207 E South Park Dr, Byron, IL 61010, United States|207|E South Park Dr||Byron|61010|Ogle|IL|USA
I39|1|1|42.09274|-89.31488|115 E South Park Dr, Byron, IL 61010, United States|115|E South Park Dr||Byron|61010|Ogle|IL|USA
I40|1|1|42.09173|-89.31396|805 N Devils Ln, Byron, IL 61010, United States|805|N Devils Ln||Byron|61010|Ogle|IL|USA
I41|1|1|42.08888|-89.31518|903 N Devils Ln, Byron, IL 61010, United States|903|N Devils Ln||Byron|61010|Ogle|IL|USA
I42|1|1|42.09382|-89.31481|110 E Oakwood Dr, Byron, IL 61010, United States|110|E Oakwood Dr||Byron|61010|Ogle|IL|USA
I43|1|1|42.09413|-89.31471|103 E Hill Crest Dr, Byron, IL 61010, United States|103|E Hill Crest Dr||Byron|61010|Ogle|IL|USA
I44|1|1|42.09702|-89.30892|402 E North Park Dr, Byron, IL 61010, United States|402|E North Park Dr||Byron|61010|Ogle|IL|USA
I45|1|1|42.09872|-89.30878|104 N Terrace Park Dr, Byron, IL 61010, United States|104|N Terrace Park Dr||Byron|61010|Ogle|IL|USA
I46|1|1|42.11466|-89.28961|N River Rd, Byron, IL 61010, United States||N River Rd||Byron|61010|Ogle|IL|USA
I47|1|1|42.09633|-89.3139|5590 N River Rd, Byron, IL 61010, United States|5590|N River Rd||Byron|61010|Ogle|IL|USA
I48|1|1|42.09544|-89.3157|5478 N River Rd, Byron, IL 61010, United States|5478|N River Rd||Byron|61010|Ogle|IL|USA
I49|1|1|42.0940002|-89.3165634|5393 N River Rd, Byron, IL 61010, United States|5393|N River Rd||Byron|61010|Ogle|IL|USA
I50|1|1|42.093415|-89.3181686|5300 N River Rd, Byron, IL 61010, United States|5300|N River Rd||Byron|61010|Ogle|IL|USA
I51|1|1|42.093415|-89.3181686|5300 N River Rd, Byron, IL 61010, United States|5300|N River Rd||Byron|61010|Ogle|IL|USA
I52|1|1|42.11466|-89.28961|N River Rd, Byron, IL 61010, United States||N River Rd||Byron|61010|Ogle|IL|USA
I53|1|1|42.11466|-89.28961|N River Rd, Byron, IL 61010, United States||N River Rd||Byron|61010|Ogle|IL|USA
I54|1|1|42.11466|-89.28961|N River Rd, Byron, IL 61010, United States||N River Rd||Byron|61010|Ogle|IL|USA
J01|1|1|42.13796|-89.26949|E Mill Rd, Byron, IL 61010, United States||E Mill Rd||Byron|61010|Ogle|IL|USA
J02|1|1|42.13677|-89.28371|838 Seven Hickory Rd, Byron, IL 61010, United States|838|Seven Hickory Rd||Byron|61010|Ogle|IL|USA
J03|1|1|42.13581|-89.2837|762 Seven Hickory Rd, Byron, IL 61010, United States|762|Seven Hickory Rd||Byron|61010|Ogle|IL|USA
J04|1|1|42.13423|-89.28287|1850 Southfield Ln, Byron, IL 61010, United States|1850|Southfield Ln||Byron|61010|Ogle|IL|USA
J05|1|1|42.13422|-89.28394|1918 Southfield Ln, Byron, IL 61010, United States|1918|Southfield Ln||Byron|61010|Ogle|IL|USA
J06|1|1|42.13677|-89.28419|837 Brookview Dr, Byron, IL 61010, United States|837|Brookview Dr||Byron|61010|Ogle|IL|USA
J07|1|1|42.13561|-89.28417|749 Brookview Dr, Byron, IL 61010, United States|749|Brookview Dr||Byron|61010|Ogle|IL|USA
J08|1|1|42.13446|-89.28526|2012 Southfield Ln, Byron, IL 61010, United States|2012|Southfield Ln||Byron|61010|Ogle|IL|USA
J09|1|1|42.13721|-89.28516|2010 Silverthorn Dr, Byron, IL 61010, United States|2010|Silverthorn Dr||Byron|61010|Ogle|IL|USA
J10|1|1|42.13637|-89.28539|813 Old Hunter Run, Byron, IL 61010, United States|813|Old Hunter Run||Byron|61010|Ogle|IL|USA
J11|1|1|42.13533|-89.28553|2029 Southfield Ln, Byron, IL 61010, United States|2029|Southfield Ln||Byron|61010|Ogle|IL|USA
J12|1|1|42.13513|-89.28688|2118 Southfield Ln, Byron, IL 61010, United States|2118|Southfield Ln||Byron|61010|Ogle|IL|USA
J13|1|1|42.13687|-89.28752|850 Fieldcrest Dr, Byron, IL 61010, United States|850|Fieldcrest Dr||Byron|61010|Ogle|IL|USA
J14|1|1|42.13721|-89.28606|2102 Silverthorn Dr, Byron, IL 61010, United States|2102|Silverthorn Dr||Byron|61010|Ogle|IL|USA
J15|1|1|42.13796|-89.26949|E Mill Rd, Byron, IL 61010, United States||E Mill Rd||Byron|61010|Ogle|IL|USA
J16|1|1|42.1383|-89.28694|1001 Shadow Wood Dr, Byron, IL 61010, United States|1001|Shadow Wood Dr||Byron|61010|Ogle|IL|USA
J17|1|1|42.13879|-89.28694|1027 Shadow Wood Dr, Byron, IL 61010, United States|1027|Shadow Wood Dr||Byron|61010|Ogle|IL|USA
J18|1|1|42.13951|-89.28696|1057 Shadow Wood Dr, Byron, IL 61010, United States|1057|Shadow Wood Dr||Byron|61010|Ogle|IL|USA
J19|1|1|42.13721|-89.28546|2016 Silverthorn Dr, Byron, IL 61010, United States|2016|Silverthorn Dr||Byron|61010|Ogle|IL|USA
J20|1|1|42.13951|-89.28565|1055 Old Hunter Run, Byron, IL 61010, United States|1055|Old Hunter Run||Byron|61010|Ogle|IL|USA
J21|1|1|42.14028|-89.28569|1125 Old Hunter Run, Byron, IL 61010, United States|1125|Old Hunter Run||Byron|61010|Ogle|IL|USA
J22|1|1|42.14084|-89.28721|1175 Old Hunter Run, Byron, IL 61010, United States|1175|Old Hunter Run||Byron|61010|Ogle|IL|USA
M01|1|1|42.1188769|-89.2601081|7975 N River Rd, Byron, IL 61010, United States|7975|N River Rd||Byron|61010|Ogle|IL|USA
M02|1|1|42.1189163|-89.260497|7863 N River Rd, Byron, IL 61010, United States|7863|N River Rd||Byron|61010|Ogle|IL|USA
M03|1|1|42.1190792|-89.2620457|7705 N River Rd, Byron, IL 61010, United States|7705|N River Rd||Byron|61010|Ogle|IL|USA
M04|1|1|42.1191646|-89.2661091|7563 N River Rd, Byron, IL 61010, United States|7563|N River Rd||Byron|61010|Ogle|IL|USA
M05|1|1|42.1187914|-89.2676984|7499 N River Rd, Byron, IL 61010, United States|7499|N River Rd||Byron|61010|Ogle|IL|USA
M06|1|1|42.1181359|-89.2697671|7413 N River Rd, Byron, IL 61010, United States|7413|N River Rd||Byron|61010|Ogle|IL|USA
M07|1|1|42.1178233|-89.2711861|7371 N River Rd, Byron, IL 61010, United States|7371|N River Rd||Byron|61010|Ogle|IL|USA
M08|1|1|42.1177985|-89.2715079|7327 N River Rd, Byron, IL 61010, United States|7327|N River Rd||Byron|61010|Ogle|IL|USA
M09|1|1|42.1177851|-89.2718409|7283 N River Rd, Byron, IL 61010, United States|7283|N River Rd||Byron|61010|Ogle|IL|USA
M10|1|1|42.1177997|-89.2729042|7171 N River Rd, Byron, IL 61010, United States|7171|N River Rd||Byron|61010|Ogle|IL|USA
M11|1|1|42.11853|-89.27656|7184 N River Rd, Byron, IL 61010, United States|7184|N River Rd||Byron|61010|Ogle|IL|USA
M12|1|1|42.1171124|-89.2803218|7075 N River Rd, Byron, IL 61010, United States|7075|N River Rd||Byron|61010|Ogle|IL|USA
M13|1|1|42.11692|-89.28045|7083 N River Rd, Byron, IL 61010, United States|7083|N River Rd||Byron|61010|Ogle|IL|USA
M14|1|1|42.1162128|-89.2837862|7015 N River Rd, Byron, IL 61010, United States|7015|N River Rd||Byron|61010|Ogle|IL|USA
M15|1|1|42.1160923|-89.2842763|6965 N River Rd, Byron, IL 61010, United States|6965|N River Rd||Byron|61010|Ogle|IL|USA
Z01|1|1|42.07659|-89.28129|4450 N German Church Rd, Byron, IL 61010, United States|4450|N German Church Rd||Byron|61010|Ogle|IL|USA
