Polygon,Name,Street Address,Street Address2,City,State,Zip code,Roof Area (Sq. Ft),Occupancy Type,Construction Type,Roof Type,Roof Construction,Roof Material,Normal Population,Sprinklered,Stand Pipe,Fire Alarm,Hours of Operation,Owner Contact,Owner Phone,Notes,Storey Above,Storey Below
,King Elementary School,1108 W Fairview AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107280005,U116",,
,Sagamore Publishing,1807 N Federal DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106401009",,
,"C-7 Parking structure, student staff",812 S Fifth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000097,CNU",,
,Sherman Hall,909 S Fifth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000291,CNU",,
,International Studies,910 S Fifth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000369,CNU",,
,912 S Fifth,912 S Fifth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000250,CNU",,
,Hopkins Hall,1208 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000084,CNU",,
,Bousfield Residence Hall,1214 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001266,CNU",,
,State Regional Office Building,2125 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000282,CNU",,
,"Credit Union Building, Uof I Employees",2201 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000280,CNU",,
,2321 S. First,2321 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000569,CNU",,
,Radio transmitter station,2520 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000122,CCU",,
,Cruse farm large barn,2921 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001046,CCU",,
,Cruse farm masonry garage,2921 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001047,CCU",,
,Crop Sciences Research Laboratory,4202 S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001463,URU",,
,Pig nursery north, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000803,CNU",,
,"Animal husbandry swine barns ,hedden", S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000804,CNU",,
,Animal husbandry poultry barn, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000805,CNU",,
,Farrowing building-swine research center, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000806,CNU",,
,Sow feeding building-swine research bg, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000807,CNU",,
,Feed and vitamin mixing barn, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000808,CNU",,
,Pig nursery south, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000813,CNU",,
,Swine barn, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000814,CNU",,
,Swine research center, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000817,CNU",,
,Swine Research Center Nursery, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000825,CNU",,
,Swine finishing facility-swine research, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000827,CNU",,
,Vet research farm cattle confinement, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001011,CNU",,
,Vet research hay barn, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001012,CNU",,
,Swine research center generator bld, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001029,CNU",,
,Swine research center headquarters bldg, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001030,CNU",,
,Swine research center feed center, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001031,CNU",,
,Swine research center isolation bldg, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001032,CNU",,
,Swine research center nursey, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001033,CNU",,
,Swine research center growing building 1, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001034,CNU",,
,Swine research center growing builder 2, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001035,CNU",,
,Swine research center finishing bld 1, S First ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001036,CNU",,
,Trinity Lutheran Church,701 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121101001,FPP",,
,Parkside Apartments,1107 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126002",,
,Parkside Apartments,1201 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126002A",,
,Parkside Apartments,1203 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126002B",,
,Parkside Apartments,1207 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932112126002D",,
,Parkside Apartments,1209 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126002E",,
,Alternate Vapor Company,1307 E Florida AVE,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126039B",,
,Papa John's #3603,1307 E Florida AVE,C,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126039,FPP",,
,Bradley Learning Center,1311 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126029,FPP",,
,Pace Inc,1317 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126032HH",,
,Tennyson Courtyard,1701 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014",,
,Tennyson Courtyard,1703 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014A",,
,Tennyson Courtyard,1705 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014B",,
,Tennyson Courtyard,1707 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014C",,
,Tennyson Courtyard,1709 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014D",,
,Tennyson Courtyard,1711 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014E",,
,Tennyson Courtyard,1713 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014F",,
,Tennyson Courtyard,1715 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014G",,
,Tennyson Courtyard,1719 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014I",,
,Tennyson Courtyard,1721 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014J",,
,Tennyson Courtyard,1723 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201014K",,
,Urbana School Dist #116,1801 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200013",,
,CTC Properties The Pointe at U of I,1505/07 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013D",,
,CTC Properties The Pointe at U of I,1509/11 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013A",,
,CTC Properties The Pointe at U of I,1513/15 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013B",,
,CTC Properties The Pointe at U of I,1517/19 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013C",,
,CTC Properties The Pointe at U of I,1603/05 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013E",,
,CTC Properties The Pointe at U of I,1607/09 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013F",,
,CTC Properties The Pointe at U of I,1611/13 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013G",,
,CTC Properties The  Pointe at U of I,1615/17 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013H",,
,CTC Properties The Pointe at U of I,1619/21 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013I",,
,CTC Properties The Pointe at U of I,1623/25 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013J",,
,CTC Properties The Pointe at U of I,1627/29 E Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121201013K",,
,Presidents house,711 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000100,URU",,
,Plant Clinic,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000865,URU",,
,Swine finishing building a,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000866,URU",,
,Swine finishing building b,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000867,URU",,
,Cage layer house,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000868,URU",,
,Animal husbandry poultry breeding plant,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000871,URU",,
,Sheet metal poultry shed,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000873,URU",,
,Aluminum poultry shed,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000876,URU",,
,Poultry research laying facility,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000877,URU",,
,Horticulture field lab garage,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000878,URU",,
,Horticulture field lab food storage shed,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000879,URU",,
,Canine unit,1200 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000880,URU",,
,Eichelberger Softball Field,1201 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000560,URU",,
,Eichelberger Field Locker Room,1201 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001270,URU",,
,Rabbit shelter,1220 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000864,URU",,
,Brooding and rearing house,1220 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000869,URU",,
,Dog metabolism unit,1220 W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000872,URU",,
,Animal husbandry poultry plant, W Florida AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000874,URU",,
,C - Pollce Training Instiute,1004 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000358,CNU",,
,Gregory Towers,1107 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000532,CNU",,
,Lundgren hall,1201 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000086,CNU",,
,Clark hall,1203 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000087,CNU",,
,Barton hall,1205 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000088,CNU",,
,Flagg hall,1207 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000089,CNU",,
,Noble hall,1209 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000090,CNU",,
,Taft Hall,1213 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000092,CNU",,
,Van Doren Hall,1215 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000091,CNU",,
,Biefeldt Athletic Administration,1700 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000379,CNU",,
,Ubben Basketball Complex,1750 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000257,CNU",,
,Animal science sup.residence and garage,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000893,CNU",,
,Moorman research farm -south barn,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000894,CNU",,
,Moorman research farm gate house,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000895,CNU",,
,Moorman research farm nc-23,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000896,CNU",,
,Moorman research farm -boar barn,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000897,CNU",,
,Moorman research farm-sow barn,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000898,CNU",,
,Moorman research farm-physiology barn2,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000899,CNU",,
,Moorman resaerch farm physiology barn 1,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000900,CNU",,
,Mormon research farm1a,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000901,CNU",,
,Moorman research farm-2a,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000902,CNU",,
,Moorman research farm3a-4a,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000903,CNU",,
,Moorman research farm 5a,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000904,CNU",,
,Moorman research farm-farrowing house,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000905,CNU",,
,Moorman research farms1b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000906,CNU",,
,Moorman research farm-2b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000907,CNU",,
,Morrman research farm 3b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000908,CNU",,
,Moorman research farm4b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000909,CNU",,
,Moorman research farm5b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000910,CNU",,
,Moorman research farm oxidation ditch bd,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000911,CNU",,
,Imported swine research laboratory,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000912,CNU",,
,Moorman research farm 1c,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000913,CNU",,
,Moorman research farm-2c-3c,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000914,CNU",,
,Moorman research farm 4c,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000915,CNU",,
,Moorman research farm-1d,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000916,CNU",,
,Moorman research farm-2d,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000917,CNU",,
,Moorman research farm3d,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000918,CNU",,
,Intensive care nursey, S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000943,CNU",,
,Confinement beef cow barn, S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000995,CNU",,
,Motorcycle safety office,4  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000347,CNU",,
,Driver Training Site Storage Bldg.,6  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000302,CNU",,
,Driver Training Facility,8  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000283,CNU",,
,IFSI - Fire Station,9  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000290,CNU",,
,IFSI - Classrooms and Offices,11  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000294,CNU",,
,Admin Information Technology Building,50  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000281,CNU",,
,Motorcycle Storage,  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001166,CNU",,
,Central Illinois Produce Storage,410 S Glover AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116178011",,
,JMK Computers,703 S Glover AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116181003",,
,Rent Champaign,705 S Glover AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116181004",,
,Barber & DeAtley,611 N Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107412001,FPP",,
,"Urbana, School Dist #116",810 N Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107426001",,
,The Bread Company,706 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277001,FPP,LIQ",,
,Canopy Club,708 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277002,FPP,LIQ",,
,Vacant,710 S Goodwin AVE,3,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277009A",,
,Timpone's Ristorante,710 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,9321182770024,FPP,LIQ",,
,DC-11 Vet. Med. Elec. Dist. Center,2004 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC008284,URU",,
,Superconductivity Center,100 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000095,URU",,
,Nuclear Reactor Lab,102 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000182,URU",,
,Nuclear Engineering Lab,103 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000117,URU",,
,Seitz Materials Research Lab,104 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000066,URU",,
,Nuclear Radiation Lab,201 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000048,URU",,
,Aviation Ground School,205 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000245,URU",,
,Volatile Chemical Storage Building,505 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000155,URU",,
,Morrill Hall,505 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000242,URU",,
,Chemical and Life Sciences Lab,601 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000070,URU",,
,Bevier Hall,905 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000158,URU",,
,"ACES Library, Info and Alum Cntr",1101 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000377,URU",,
,Art East Annex Studio 2,1301 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000002,URU",,
,Wood Engineering,1305 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000183,URU",,
,Dairy experimental round barns,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000855,URU",,
,Dairy experimental round barns,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000856,URU",,
,Dairy Round Barn #3,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000857,URU",,
,Dairy experimental round barns - Office,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000858,URU",,
,Plant pathology shop and storage,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000859,URU",,
,New calf barn-round barns,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000860,URU",,
,Brick garage lab-round barns,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000861,URU",,
,Calf barn,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000863,URU",,
,Vet Med Feed Storage Building,2105 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000341,URU",,
,Kirby & Turner Masonry Inc.,620  Gravel RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108481006",,
,Bluebird Boutique,212 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117141005",,
,"Bruno, Thomas",303 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117137005",,
,Dobrovolny Law Office,306 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117136011",,
,Kennedy Wilson Inc,308 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117136010",,
,Sylvia's Irish Inn,312 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117136008",,
,JSJ Property Management,410 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117132010",,
,"Weisskopf, Jonah V.",411 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117133001",,
,"Doyle, Kip",503 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117128005",,
,First Presbyterian Church,602 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117111011,FPP",,
,Weiner Companies,603 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117112004",,
,First Presbyterian Church,604 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117111010",,
,Korean Church of Champaign,608 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117111009,FPP",,
,University Group,611 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117112001",,
,Coler Crossing,701 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117107008",,
,"Donato, Anthony",702 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117106016",,
,"Combs, David",705 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117107006",,
,Hunsinger Enterprises,712 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117106010",,
,College City Apartments,802 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117102019",,
,Campustown Rentals,803 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117103004",,
,"Devine, Robert & Karen",806 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117102024",,
,Loomis Lab,1110 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000067,URU",,
,1202 W Green,1202 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000139,URU",,
,Wesley United Methodist Church,1203 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118204003,FPP",,
,Mechanical Engineering Building,1206 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000112,URU",,
,Campus Recreation Outdoor Center,51 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000380,CNU",,
,Personnel Services Building,52 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000154,CNU",,
,Printing and Photographic Services Bldg,54 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000222,CNU",,
,Gregory drive food service,107 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000085,CNU",,
,Garner hall,201 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000082,CNU",,
,Timothy Nugent Hall,207 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001248,CNU",,
,Business Instructional Facility,515 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001206,CNU",,
,Natural Resources Garage,608 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000133,CNU",,
,Library Air Conditioning Center,608 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000276,CNU",,
,Madigan Lab,1201 W Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000336,URU",,
,Animal science air conditioning center,1201 W Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000401,URU",,
,Green Street Realty,106 N Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107487001",,
,Enviromental Health and Safety,101 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000213,URU",,
,Campus Property Management,106 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118228020",,
,"Nogle, Charles",110 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118228005",,
,ASCEND,700 S Gregory ST,A,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280010A",,
,No7 Salon and Spa,700 S Gregory ST,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022B",,
,Bab Plus Korean Restaurant,700 S Gregory ST,C,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022C,FPP",,
,J Gumbo,700 S Gregory ST,D,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022D,FPP",,
