Polygon,Name,Street Address,Street Address2,City,State,Zip code,Roof Area (Sq. Ft),Occupancy Type,Construction Type,Roof Type,Roof Construction,Roof Material,Normal Population,Sprinklered,Stand Pipe,Fire Alarm,Hours of Operation,Owner Contact,Owner Phone,Notes,Storey Above,Storey Below
,Erlanger House,303 W Indiana AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000332,URC",,
,"Urbana, School Dist #116",102 W Iowa ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117401022",,
,"Urbana, School District 1",106 W Iowa ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117401020",,
,"Urbana, School District",108 W Iowa ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117401019",,
,"Urbana, School District",118 W Iowa ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117401014",,
,UI Elite Holdings,801 W Iowa ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117302007",,
,Thomas Paine School,1801 E James Cherry DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116456028,U116",,
,Beckwith Living Center,201 E John ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000335,CNU",,
,Tower on Third (leased),302 E John ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000355,CNU",,
,Swanlund Administration Building,601 E John ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000193,CNU",,
,Fred Turner Student Services Building,610 E John ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000188,CNU",,
,HAL Communications,1201 W Kenyon RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106402008",,
,Town & Country Apartments,802 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103008B",,
,Town & Country Apartments,806 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103008F",,
,Town & Country Apartments,810 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103008I",,
,Town & Country Apartments,816 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103008N",,
,Town & Country Apartments,820 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103008R",,
,Town & Country Apartments,824 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103008V",,
,Town & Country Apartments,1004 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103010A",,
,Town & Country Apartments,1006 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103010B",,
,Town & Country Apartments,1014 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103009I",,
,Town & Country Apartments,1022 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103009A",,
,Town & Country Apartments,1024 E Kerr AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103009B",,
,A & R Mechanical,711 W Kettering DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105352001,FPP,704",,
,CV Lloyde,702 W Killarney ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105302007",,
,Kone Elevator Company,704 W Killarney ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105302007A",,
,Illini Crossfit,706 W Killarney ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105302007B",,
,Vacant f/k/a Systems Business Services,708 W Killarney ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105302007C",,
,Rosecrance,718 W Killarney ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105302007H",,
,The Product Manufactory,720 W Killarney ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105302007I",,
,U of I Archeological Society,724 W Killarney ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105302007K",,
,"Family-Kmns, Company Llc",801 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107428021",,
,Vacant fka Family Video,805 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107428023",,
,Hanger Prosthetics & Orthotics,805 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107428019",,
,Vacant Helia Health Care,907 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107282021",,
,One South Apartments,1319 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226018A",,
,One South Apartments,1323 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019A",,
,One South Apartments,1325 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019B",,
,One South Apartments,1327 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019C",,
,One South Apartments,1329 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019D",,
,One South Apartments,1331 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019E",,
,One South Apartments,1333 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019F",,
,One South Apartments,1335 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019G",,
,One South Apartments,1337 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019H",,
,One South Apartments,1339 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019I",,
,One South Apartments,1341 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019J",,
,One South Apartments,1343 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019K",,
,One South Apartments,1345 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019L",,
,One South Apartments,1347 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226019M",,
,One South Apartments,1351 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226017A",,
,One South Apartments,1353 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226017B",,
,One South Apartments,1355 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226017C",,
,One South Apartments,1357 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226017D",,
,One South Apartments,1359 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226017E",,
,One South Apartments,1361 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226017F",,
,One South Apartments,1363 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226017G",,
,Vacant fka Green Meadows Girl Scout,1405 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107226010",,
,Capstone Quarters,1901 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106476013",,
,Capstone Quarters,1903 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106476014",,
,Capstone Quarters,1905 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106476015",,
,K L Breeden & Sons,2406 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912105100006",,
,Supervalu Inc,2611 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106226001,FPP,704",,
,Roanoke Concrete Products Co.,3202 N Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,911532300002,FPP",,
,Vacant-Next to Campus,105 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118228013",,
,Bailey Apartments,111 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118228022",,
,BankChampaign,202 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117102005",,
,Cafe Paradisio,801 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118281007A,FPP",,
,"Donato, Anthony",802 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117154001",,
,Associated Barbers,803 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118281007B",,
,Barr Real Estate Apartments/Strip Mall,805 S Lincoln AVE,C,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118281007C",,
,Barr Real Estate,805 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118281007",,
,Jimmy Johns,807 S Lincoln AVE,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118281007E,FPP",,
,"Iota, Of Alpha Chi",904 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117301002",,
,Basic Student Ministries,1008 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117302003",,
,Zeta Tau,1404 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117352005",,
,"Wustman, John",1502 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117353001",,
,Japan House,2000 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000354,URU",,
,Bee research facility,2304 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000884,URU",,
,Ground storage barn,2402 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000881,URU",,
,Bee Laboratory,3515 S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001165,URU",,
,Lincoln avenue dairy machine shed, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000919,URU",,
,Lincoln avenue dairy new calf barn, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000920,URU",,
,Lincoln avenue dairy new bull barn, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000921,URU",,
,Lincoln avenue dairy maternity barn, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000922,URU",,
,Lincoln avenue goat barn, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000923,URU",,
,Lincoln ave dairy sth barn and calf hse., S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000925,URU",,
,lincoln ave dairy north barn and milking, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000926,URU",,
,Lincoln avenue dairy loafing barn, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000927,URU",,
,Lincoln avenue dairy shop and storage, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000928,URU",,
,Lincoln avenue dairy t-loafing barn, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000929,URU",,
,Lincoln avenue dairy herdsman office, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000932,URU",,
,Lincoln avenue dairy milking parlor, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000934,URU",,
,Lincln avenue dairy-food science, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000935,URU",,
,Lincoln avenue dairy-feed mixing, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000937,URU",,
,Lincoln avenue dairy milking parlor, S Lincoln AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000938,URU",,
